Deal ID,Deal Name,Amount,Deal Stage,Pipeline,Close Date,Contact ID,First Name,Last Name,Email,Phone Number,Lifecycle Stage,Company ID,Company Name,Company Domain,Company Industry,Company Annual Revenue,Activity ID,Activity Type,Activity Date,Activity Subject,Activity Body
D33,Gamma Ventures - Solution 2,17647,closedwon,default,07/29/2025,C54,Parvez,Diaz,parvez.diaz@gammaventures.com,+1-906-701-9927,Lead,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A161,Note,06/18/2025 20:13,Note about Gamma Ventures - Solution 2,Internal note: Gamma Ventures - Solution 2 prospect seems interested.
D33,Gamma Ventures - Solution 2,17647,closedwon,default,07/29/2025,C54,Parvez,Diaz,parvez.diaz@gammaventures.com,+1-906-701-9927,Lead,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A162,Call,06/25/2025 20:13,Call about Gamma Ventures - Solution 2,Called Parvez Diaz regarding pricing for Gamma Ventures - Solution 2.
D34,Gamma Ventures - Solution 1,44913,contractsent,default,05/28/2025,C55,Jamal,Jackson,jamal.jackson@gammaventures.com,+1-619-446-6324,MQL,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A163,Meeting,06/23/2025 20:13,Meeting about Gamma Ventures - Solution 1,Discussed requirements and next steps for Gamma Ventures - Solution 1.
D34,Gamma Ventures - Solution 1,44913,contractsent,default,05/28/2025,C55,Jamal,Jackson,jamal.jackson@gammaventures.com,+1-619-446-6324,MQL,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A164,Note,06/08/2025 20:13,Note about Gamma Ventures - Solution 1,Internal note: Gamma Ventures - Solution 1 prospect seems interested.
D34,Gamma Ventures - Solution 1,44913,contractsent,default,05/28/2025,C55,Jamal,Jackson,jamal.jackson@gammaventures.com,+1-619-446-6324,MQL,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A165,Call,06/22/2025 20:13,Call about Gamma Ventures - Solution 1,Called Jamal Jackson regarding pricing for Gamma Ventures - Solution 1.
D35,Kappa Dynamics - Solution 4,18811,decisionmakerboughtin,default,08/26/2025,C56,Vera,Jackson,vera.jackson@kappadynamics.com,+1-664-602-3911,Customer,CO11,Kappa Dynamics,kappadynamics.com,Software,97628533,A166,Meeting,05/28/2025 20:13,Meeting about Kappa Dynamics - Solution 4,Discussed requirements and next steps for Kappa Dynamics - Solution 4.
D35,Kappa Dynamics - Solution 4,18811,decisionmakerboughtin,default,08/26/2025,C56,Vera,Jackson,vera.jackson@kappadynamics.com,+1-664-602-3911,Customer,CO11,Kappa Dynamics,kappadynamics.com,Software,97628533,A167,Note,06/06/2025 20:13,Note about Kappa Dynamics - Solution 4,Internal note: Kappa Dynamics - Solution 4 prospect seems interested.
D35,Kappa Dynamics - Solution 4,18811,decisionmakerboughtin,default,08/26/2025,C56,Vera,Jackson,vera.jackson@kappadynamics.com,+1-664-602-3911,Customer,CO11,Kappa Dynamics,kappadynamics.com,Software,97628533,A168,Call,06/21/2025 20:13,Call about Kappa Dynamics - Solution 4,Called Vera Jackson regarding pricing for Kappa Dynamics - Solution 4.
D36,Monarch Media - Solution 4,15767,closedwon,default,03/03/2025,C57,Grace,Lewis,grace.lewis@monarchmedia.com,+1-260-147-5043,Lead,CO13,Monarch Media,monarchmedia.com,Healthcare,30518460,A169,Meeting,06/13/2025 20:13,Meeting about Monarch Media - Solution 4,Discussed requirements and next steps for Monarch Media - Solution 4.
D36,Monarch Media - Solution 4,15767,closedwon,default,03/03/2025,C57,Grace,Lewis,grace.lewis@monarchmedia.com,+1-260-147-5043,Lead,CO13,Monarch Media,monarchmedia.com,Healthcare,30518460,A170,Note,06/13/2025 20:13,Note about Monarch Media - Solution 4,Internal note: Monarch Media - Solution 4 prospect seems interested.
D36,Monarch Media - Solution 4,15767,closedwon,default,03/03/2025,C57,Grace,Lewis,grace.lewis@monarchmedia.com,+1-260-147-5043,Lead,CO13,Monarch Media,monarchmedia.com,Healthcare,30518460,A171,Call,05/29/2025 20:13,Call about Monarch Media - Solution 4,Called Grace Lewis regarding pricing for Monarch Media - Solution 4.
D37,Stellar Systems - Solution 1,17537,presentationscheduled,default,07/29/2025,C58,Olivia,Nguyen,olivia.nguyen@stellarsystems.io,+1-821-974-3706,MQL,CO19,Stellar Systems,stellarsystems.io,FinTech,91901000,A172,Meeting,06/02/2025 20:13,Meeting about Stellar Systems - Solution 1,Discussed requirements and next steps for Stellar Systems - Solution 1.
D37,Stellar Systems - Solution 1,17537,presentationscheduled,default,07/29/2025,C58,Olivia,Nguyen,olivia.nguyen@stellarsystems.io,+1-821-974-3706,MQL,CO19,Stellar Systems,stellarsystems.io,FinTech,91901000,A173,Note,05/27/2025 20:13,Note about Stellar Systems - Solution 1,Internal note: Stellar Systems - Solution 1 prospect seems interested.
D37,Stellar Systems - Solution 1,17537,presentationscheduled,default,07/29/2025,C58,Olivia,Nguyen,olivia.nguyen@stellarsystems.io,+1-821-974-3706,MQL,CO19,Stellar Systems,stellarsystems.io,FinTech,91901000,A174,Call,06/07/2025 20:13,Call about Stellar Systems - Solution 1,Called Olivia Nguyen regarding pricing for Stellar Systems - Solution 1.
D37,Stellar Systems - Solution 1,17537,presentationscheduled,default,07/29/2025,C59,Tara,Diaz,tara.diaz@stellarsystems.io,+1-711-855-8964,Lead,CO19,Stellar Systems,stellarsystems.io,FinTech,91901000,A175,Meeting,06/12/2025 20:13,Meeting about Stellar Systems - Solution 1,Discussed requirements and next steps for Stellar Systems - Solution 1.
D37,Stellar Systems - Solution 1,17537,presentationscheduled,default,07/29/2025,C59,Tara,Diaz,tara.diaz@stellarsystems.io,+1-711-855-8964,Lead,CO19,Stellar Systems,stellarsystems.io,FinTech,91901000,A176,Note,06/01/2025 20:13,Note about Stellar Systems - Solution 1,Internal note: Stellar Systems - Solution 1 prospect seems interested.
D37,Stellar Systems - Solution 1,17537,presentationscheduled,default,07/29/2025,C59,Tara,Diaz,tara.diaz@stellarsystems.io,+1-711-855-8964,Lead,CO19,Stellar Systems,stellarsystems.io,FinTech,91901000,A177,Call,06/07/2025 20:13,Call about Stellar Systems - Solution 1,Called Tara Diaz regarding pricing for Stellar Systems - Solution 1.
D38,Titan Tech - Solution 3,49824,contractsent,default,06/06/2025,C60,Yusuf,Qureshi,yusuf.qureshi@titantech.net,+1-848-156-1874,Customer,CO20,Titan Tech,titantech.net,Energy,34876588,A178,Meeting,06/22/2025 20:13,Meeting about Titan Tech - Solution 3,Discussed requirements and next steps for Titan Tech - Solution 3.
D38,Titan Tech - Solution 3,49824,contractsent,default,06/06/2025,C60,Yusuf,Qureshi,yusuf.qureshi@titantech.net,+1-848-156-1874,Customer,CO20,Titan Tech,titantech.net,Energy,34876588,A179,Note,06/03/2025 20:13,Note about Titan Tech - Solution 3,Internal note: Titan Tech - Solution 3 prospect seems interested.
D38,Titan Tech - Solution 3,49824,contractsent,default,06/06/2025,C60,Yusuf,Qureshi,yusuf.qureshi@titantech.net,+1-848-156-1874,Customer,CO20,Titan Tech,titantech.net,Energy,34876588,A180,Call,06/17/2025 20:13,Call about Titan Tech - Solution 3,Called Yusuf Qureshi regarding pricing for Titan Tech - Solution 3.
D39,Quantum Quotient - Solution 4,6380,decisionmakerboughtin,default,08/18/2025,C61,Sami,Diaz,sami.diaz@quantumquotient.io,+1-317-204-1935,Lead,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A181,Meeting,06/12/2025 20:13,Meeting about Quantum Quotient - Solution 4,Discussed requirements and next steps for Quantum Quotient - Solution 4.
D39,Quantum Quotient - Solution 4,6380,decisionmakerboughtin,default,08/18/2025,C61,Sami,Diaz,sami.diaz@quantumquotient.io,+1-317-204-1935,Lead,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A182,Note,05/28/2025 20:13,Note about Quantum Quotient - Solution 4,Internal note: Quantum Quotient - Solution 4 prospect seems interested.
D39,Quantum Quotient - Solution 4,6380,decisionmakerboughtin,default,08/18/2025,C61,Sami,Diaz,sami.diaz@quantumquotient.io,+1-317-204-1935,Lead,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A183,Call,06/09/2025 20:13,Call about Quantum Quotient - Solution 4,Called Sami Diaz regarding pricing for Quantum Quotient - Solution 4.
D40,Acme Corp - Solution 3,30306,qualifiedtobuy,default,05/16/2025,C62,Yusuf,Vargas,yusuf.vargas@acmecorp.ai,+1-727-894-2861,Customer,CO1,Acme Corp,acmecorp.ai,Healthcare,96842515,A184,Meeting,06/14/2025 20:13,Meeting about Acme Corp - Solution 3,Discussed requirements and next steps for Acme Corp - Solution 3.
D40,Acme Corp - Solution 3,30306,qualifiedtobuy,default,05/16/2025,C62,Yusuf,Vargas,yusuf.vargas@acmecorp.ai,+1-727-894-2861,Customer,CO1,Acme Corp,acmecorp.ai,Healthcare,96842515,A185,Note,06/03/2025 20:13,Note about Acme Corp - Solution 3,Internal note: Acme Corp - Solution 3 prospect seems interested.
D40,Acme Corp - Solution 3,30306,qualifiedtobuy,default,05/16/2025,C62,Yusuf,Vargas,yusuf.vargas@acmecorp.ai,+1-727-894-2861,Customer,CO1,Acme Corp,acmecorp.ai,Healthcare,96842515,A186,Call,06/18/2025 20:13,Call about Acme Corp - Solution 3,Called Yusuf Vargas regarding pricing for Acme Corp - Solution 3.
D40,Acme Corp - Solution 3,30306,qualifiedtobuy,default,05/16/2025,C63,Zara,Vargas,zara.vargas@acmecorp.ai,+1-843-767-9127,MQL,CO1,Acme Corp,acmecorp.ai,Healthcare,96842515,A187,Meeting,06/02/2025 20:13,Meeting about Acme Corp - Solution 3,Discussed requirements and next steps for Acme Corp - Solution 3.
D40,Acme Corp - Solution 3,30306,qualifiedtobuy,default,05/16/2025,C63,Zara,Vargas,zara.vargas@acmecorp.ai,+1-843-767-9127,MQL,CO1,Acme Corp,acmecorp.ai,Healthcare,96842515,A188,Note,06/25/2025 20:13,Note about Acme Corp - Solution 3,Internal note: Acme Corp - Solution 3 prospect seems interested.
D40,Acme Corp - Solution 3,30306,qualifiedtobuy,default,05/16/2025,C63,Zara,Vargas,zara.vargas@acmecorp.ai,+1-843-767-9127,MQL,CO1,Acme Corp,acmecorp.ai,Healthcare,96842515,A189,Call,06/07/2025 20:13,Call about Acme Corp - Solution 3,Called Zara Vargas regarding pricing for Acme Corp - Solution 3.
D41,CypherSoft - Solution 3,2919,qualifiedtobuy,default,06/08/2025,C64,Nabil,Yun,nabil.yun@cyphersoft.io,+1-685-184-1452,MQL,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A190,Meeting,06/02/2025 20:13,Meeting about CypherSoft - Solution 3,Discussed requirements and next steps for CypherSoft - Solution 3.
D41,CypherSoft - Solution 3,2919,qualifiedtobuy,default,06/08/2025,C64,Nabil,Yun,nabil.yun@cyphersoft.io,+1-685-184-1452,MQL,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A191,Note,06/10/2025 20:13,Note about CypherSoft - Solution 3,Internal note: CypherSoft - Solution 3 prospect seems interested.
D41,CypherSoft - Solution 3,2919,qualifiedtobuy,default,06/08/2025,C64,Nabil,Yun,nabil.yun@cyphersoft.io,+1-685-184-1452,MQL,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A192,Call,06/05/2025 20:13,Call about CypherSoft - Solution 3,Called Nabil Yun regarding pricing for CypherSoft - Solution 3.
D42,Titan Tech - Solution 5,34230,decisionmakerboughtin,default,05/22/2025,C65,Sami,Patel,sami.patel@titantech.net,+1-946-452-6968,MQL,CO20,Titan Tech,titantech.net,Energy,34876588,A193,Meeting,06/10/2025 20:13,Meeting about Titan Tech - Solution 5,Discussed requirements and next steps for Titan Tech - Solution 5.
D42,Titan Tech - Solution 5,34230,decisionmakerboughtin,default,05/22/2025,C65,Sami,Patel,sami.patel@titantech.net,+1-946-452-6968,MQL,CO20,Titan Tech,titantech.net,Energy,34876588,A194,Note,06/20/2025 20:13,Note about Titan Tech - Solution 5,Internal note: Titan Tech - Solution 5 prospect seems interested.
D42,Titan Tech - Solution 5,34230,decisionmakerboughtin,default,05/22/2025,C65,Sami,Patel,sami.patel@titantech.net,+1-946-452-6968,MQL,CO20,Titan Tech,titantech.net,Energy,34876588,A195,Call,06/11/2025 20:13,Call about Titan Tech - Solution 5,Called Sami Patel regarding pricing for Titan Tech - Solution 5.
D43,Quantum Quotient - Solution 1,44727,appointmentscheduled,default,03/28/2025,C66,Liam,Turner,liam.turner@quantumquotient.io,+1-436-480-9303,Customer,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A196,Meeting,06/08/2025 20:13,Meeting about Quantum Quotient - Solution 1,Discussed requirements and next steps for Quantum Quotient - Solution 1.
D43,Quantum Quotient - Solution 1,44727,appointmentscheduled,default,03/28/2025,C66,Liam,Turner,liam.turner@quantumquotient.io,+1-436-480-9303,Customer,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A197,Note,06/18/2025 20:13,Note about Quantum Quotient - Solution 1,Internal note: Quantum Quotient - Solution 1 prospect seems interested.
D43,Quantum Quotient - Solution 1,44727,appointmentscheduled,default,03/28/2025,C66,Liam,Turner,liam.turner@quantumquotient.io,+1-436-480-9303,Customer,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A198,Call,06/13/2025 20:13,Call about Quantum Quotient - Solution 1,Called Liam Turner regarding pricing for Quantum Quotient - Solution 1.
D43,Quantum Quotient - Solution 1,44727,appointmentscheduled,default,03/28/2025,C67,Olivia,Zaidi,olivia.zaidi@quantumquotient.io,+1-549-736-7985,Lead,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A199,Meeting,05/28/2025 20:13,Meeting about Quantum Quotient - Solution 1,Discussed requirements and next steps for Quantum Quotient - Solution 1.
D43,Quantum Quotient - Solution 1,44727,appointmentscheduled,default,03/28/2025,C67,Olivia,Zaidi,olivia.zaidi@quantumquotient.io,+1-549-736-7985,Lead,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A200,Note,06/20/2025 20:13,Note about Quantum Quotient - Solution 1,Internal note: Quantum Quotient - Solution 1 prospect seems interested.
D43,Quantum Quotient - Solution 1,44727,appointmentscheduled,default,03/28/2025,C67,Olivia,Zaidi,olivia.zaidi@quantumquotient.io,+1-549-736-7985,Lead,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A201,Call,06/08/2025 20:13,Call about Quantum Quotient - Solution 1,Called Olivia Zaidi regarding pricing for Quantum Quotient - Solution 1.
D44,CypherSoft - Solution 4,11446,closedwon,default,07/25/2025,C68,Bilal,Usman,bilal.usman@cyphersoft.io,+1-355-776-1035,MQL,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A202,Meeting,06/02/2025 20:13,Meeting about CypherSoft - Solution 4,Discussed requirements and next steps for CypherSoft - Solution 4.
D44,CypherSoft - Solution 4,11446,closedwon,default,07/25/2025,C68,Bilal,Usman,bilal.usman@cyphersoft.io,+1-355-776-1035,MQL,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A203,Note,06/07/2025 20:13,Note about CypherSoft - Solution 4,Internal note: CypherSoft - Solution 4 prospect seems interested.
D44,CypherSoft - Solution 4,11446,closedwon,default,07/25/2025,C68,Bilal,Usman,bilal.usman@cyphersoft.io,+1-355-776-1035,MQL,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A204,Call,06/25/2025 20:13,Call about CypherSoft - Solution 4,Called Bilal Usman regarding pricing for CypherSoft - Solution 4.
D44,CypherSoft - Solution 4,11446,closedwon,default,07/25/2025,C69,Xena,Shah,xena.shah@cyphersoft.io,+1-725-778-4474,Lead,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A205,Meeting,06/01/2025 20:13,Meeting about CypherSoft - Solution 4,Discussed requirements and next steps for CypherSoft - Solution 4.
D44,CypherSoft - Solution 4,11446,closedwon,default,07/25/2025,C69,Xena,Shah,xena.shah@cyphersoft.io,+1-725-778-4474,Lead,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A206,Note,05/30/2025 20:13,Note about CypherSoft - Solution 4,Internal note: CypherSoft - Solution 4 prospect seems interested.
D44,CypherSoft - Solution 4,11446,closedwon,default,07/25/2025,C69,Xena,Shah,xena.shah@cyphersoft.io,+1-725-778-4474,Lead,CO3,CypherSoft,cyphersoft.io,Healthcare,25657543,A207,Call,06/13/2025 20:13,Call about CypherSoft - Solution 4,Called Xena Shah regarding pricing for CypherSoft - Solution 4.
D45,Stellar Systems - Solution 1,26331,contractsent,default,04/25/2025,C70,Aisha,Xavier,aisha.xavier@stellarsystems.io,+1-440-663-7339,Customer,CO19,Stellar Systems,stellarsystems.io,FinTech,91901000,A208,Meeting,06/11/2025 20:13,Meeting about Stellar Systems - Solution 1,Discussed requirements and next steps for Stellar Systems - Solution 1.
D45,Stellar Systems - Solution 1,26331,contractsent,default,04/25/2025,C70,Aisha,Xavier,aisha.xavier@stellarsystems.io,+1-440-663-7339,Customer,CO19,Stellar Systems,stellarsystems.io,FinTech,91901000,A209,Note,06/03/2025 20:13,Note about Stellar Systems - Solution 1,Internal note: Stellar Systems - Solution 1 prospect seems interested.
D45,Stellar Systems - Solution 1,26331,contractsent,default,04/25/2025,C70,Aisha,Xavier,aisha.xavier@stellarsystems.io,+1-440-663-7339,Customer,CO19,Stellar Systems,stellarsystems.io,FinTech,91901000,A210,Call,06/03/2025 20:13,Call about Stellar Systems - Solution 1,Called Aisha Xavier regarding pricing for Stellar Systems - Solution 1.
D45,Stellar Systems - Solution 1,26331,contractsent,default,04/25/2025,C71,Quentin,Turner,quentin.turner@stellarsystems.io,+1-778-486-1247,Lead,CO19,Stellar Systems,stellarsystems.io,FinTech,91901000,A211,Meeting,05/26/2025 20:13,Meeting about Stellar Systems - Solution 1,Discussed requirements and next steps for Stellar Systems - Solution 1.
D45,Stellar Systems - Solution 1,26331,contractsent,default,04/25/2025,C71,Quentin,Turner,quentin.turner@stellarsystems.io,+1-778-486-1247,Lead,CO19,Stellar Systems,stellarsystems.io,FinTech,91901000,A212,Note,06/02/2025 20:13,Note about Stellar Systems - Solution 1,Internal note: Stellar Systems - Solution 1 prospect seems interested.
D45,Stellar Systems - Solution 1,26331,contractsent,default,04/25/2025,C71,Quentin,Turner,quentin.turner@stellarsystems.io,+1-778-486-1247,Lead,CO19,Stellar Systems,stellarsystems.io,FinTech,91901000,A213,Call,05/31/2025 20:13,Call about Stellar Systems - Solution 1,Called Quentin Turner regarding pricing for Stellar Systems - Solution 1.
D46,Jovian Analytics - Solution 1,25161,appointmentscheduled,default,09/03/2025,C72,Rania,Xavier,rania.xavier@joviananalytics.net,+1-650-322-3112,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A214,Meeting,06/06/2025 20:13,Meeting about Jovian Analytics - Solution 1,Discussed requirements and next steps for Jovian Analytics - Solution 1.
D46,Jovian Analytics - Solution 1,25161,appointmentscheduled,default,09/03/2025,C72,Rania,Xavier,rania.xavier@joviananalytics.net,+1-650-322-3112,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A215,Note,06/19/2025 20:13,Note about Jovian Analytics - Solution 1,Internal note: Jovian Analytics - Solution 1 prospect seems interested.
D46,Jovian Analytics - Solution 1,25161,appointmentscheduled,default,09/03/2025,C72,Rania,Xavier,rania.xavier@joviananalytics.net,+1-650-322-3112,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A216,Call,05/26/2025 20:13,Call about Jovian Analytics - Solution 1,Called Rania Xavier regarding pricing for Jovian Analytics - Solution 1.
D47,Ionex - Solution 4,17750,contractsent,default,06/25/2025,C73,Kiran,Turner,kiran.turner@ionex.net,+1-724-949-1245,Customer,CO9,Ionex,ionex.net,Telecom,62866406,A217,Meeting,06/23/2025 20:13,Meeting about Ionex - Solution 4,Discussed requirements and next steps for Ionex - Solution 4.
D47,Ionex - Solution 4,17750,contractsent,default,06/25/2025,C73,Kiran,Turner,kiran.turner@ionex.net,+1-724-949-1245,Customer,CO9,Ionex,ionex.net,Telecom,62866406,A218,Note,06/11/2025 20:13,Note about Ionex - Solution 4,Internal note: Ionex - Solution 4 prospect seems interested.
D47,Ionex - Solution 4,17750,contractsent,default,06/25/2025,C73,Kiran,Turner,kiran.turner@ionex.net,+1-724-949-1245,Customer,CO9,Ionex,ionex.net,Telecom,62866406,A219,Call,06/04/2025 20:13,Call about Ionex - Solution 4,Called Kiran Turner regarding pricing for Ionex - Solution 4.
D47,Ionex - Solution 4,17750,contractsent,default,06/25/2025,C74,Tara,Brown,tara.brown@ionex.net,+1-544-975-8544,Lead,CO9,Ionex,ionex.net,Telecom,62866406,A220,Meeting,05/30/2025 20:13,Meeting about Ionex - Solution 4,Discussed requirements and next steps for Ionex - Solution 4.
D47,Ionex - Solution 4,17750,contractsent,default,06/25/2025,C74,Tara,Brown,tara.brown@ionex.net,+1-544-975-8544,Lead,CO9,Ionex,ionex.net,Telecom,62866406,A221,Note,06/10/2025 20:13,Note about Ionex - Solution 4,Internal note: Ionex - Solution 4 prospect seems interested.
D47,Ionex - Solution 4,17750,contractsent,default,06/25/2025,C74,Tara,Brown,tara.brown@ionex.net,+1-544-975-8544,Lead,CO9,Ionex,ionex.net,Telecom,62866406,A222,Call,06/08/2025 20:13,Call about Ionex - Solution 4,Called Tara Brown regarding pricing for Ionex - Solution 4.
D48,Jovian Analytics - Solution 4,41361,decisionmakerboughtin,default,05/13/2025,C75,Aisha,Gonzalez,aisha.gonzalez@joviananalytics.net,+1-481-481-1222,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A223,Meeting,05/28/2025 20:13,Meeting about Jovian Analytics - Solution 4,Discussed requirements and next steps for Jovian Analytics - Solution 4.
D48,Jovian Analytics - Solution 4,41361,decisionmakerboughtin,default,05/13/2025,C75,Aisha,Gonzalez,aisha.gonzalez@joviananalytics.net,+1-481-481-1222,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A224,Note,06/22/2025 20:13,Note about Jovian Analytics - Solution 4,Internal note: Jovian Analytics - Solution 4 prospect seems interested.
D48,Jovian Analytics - Solution 4,41361,decisionmakerboughtin,default,05/13/2025,C75,Aisha,Gonzalez,aisha.gonzalez@joviananalytics.net,+1-481-481-1222,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A225,Call,05/26/2025 20:13,Call about Jovian Analytics - Solution 4,Called Aisha Gonzalez regarding pricing for Jovian Analytics - Solution 4.
D48,Jovian Analytics - Solution 4,41361,decisionmakerboughtin,default,05/13/2025,C76,Kiran,Brown,kiran.brown@joviananalytics.net,+1-908-627-9823,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A226,Meeting,06/19/2025 20:13,Meeting about Jovian Analytics - Solution 4,Discussed requirements and next steps for Jovian Analytics - Solution 4.
D48,Jovian Analytics - Solution 4,41361,decisionmakerboughtin,default,05/13/2025,C76,Kiran,Brown,kiran.brown@joviananalytics.net,+1-908-627-9823,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A227,Note,06/15/2025 20:13,Note about Jovian Analytics - Solution 4,Internal note: Jovian Analytics - Solution 4 prospect seems interested.
D48,Jovian Analytics - Solution 4,41361,decisionmakerboughtin,default,05/13/2025,C76,Kiran,Brown,kiran.brown@joviananalytics.net,+1-908-627-9823,Lead,CO10,Jovian Analytics,joviananalytics.net,Retail,29297695,A228,Call,06/17/2025 20:13,Call about Jovian Analytics - Solution 4,Called Kiran Brown regarding pricing for Jovian Analytics - Solution 4.
D49,Quantum Quotient - Solution 4,26830,appointmentscheduled,default,08/03/2025,C77,Zara,Iqbal,zara.iqbal@quantumquotient.io,+1-250-179-3443,MQL,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A229,Meeting,05/30/2025 20:13,Meeting about Quantum Quotient - Solution 4,Discussed requirements and next steps for Quantum Quotient - Solution 4.
D49,Quantum Quotient - Solution 4,26830,appointmentscheduled,default,08/03/2025,C77,Zara,Iqbal,zara.iqbal@quantumquotient.io,+1-250-179-3443,MQL,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A230,Note,06/06/2025 20:13,Note about Quantum Quotient - Solution 4,Internal note: Quantum Quotient - Solution 4 prospect seems interested.
D49,Quantum Quotient - Solution 4,26830,appointmentscheduled,default,08/03/2025,C77,Zara,Iqbal,zara.iqbal@quantumquotient.io,+1-250-179-3443,MQL,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A231,Call,06/25/2025 20:13,Call about Quantum Quotient - Solution 4,Called Zara Iqbal regarding pricing for Quantum Quotient - Solution 4.
D49,Quantum Quotient - Solution 4,26830,appointmentscheduled,default,08/03/2025,C78,Derek,Nguyen,derek.nguyen@quantumquotient.io,+1-752-233-8910,Lead,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A232,Meeting,06/04/2025 20:13,Meeting about Quantum Quotient - Solution 4,Discussed requirements and next steps for Quantum Quotient - Solution 4.
D49,Quantum Quotient - Solution 4,26830,appointmentscheduled,default,08/03/2025,C78,Derek,Nguyen,derek.nguyen@quantumquotient.io,+1-752-233-8910,Lead,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A233,Note,05/28/2025 20:13,Note about Quantum Quotient - Solution 4,Internal note: Quantum Quotient - Solution 4 prospect seems interested.
D49,Quantum Quotient - Solution 4,26830,appointmentscheduled,default,08/03/2025,C78,Derek,Nguyen,derek.nguyen@quantumquotient.io,+1-752-233-8910,Lead,CO17,Quantum Quotient,quantumquotient.io,FinTech,9017405,A234,Call,05/29/2025 20:13,Call about Quantum Quotient - Solution 4,Called Derek Nguyen regarding pricing for Quantum Quotient - Solution 4.
D50,FluxTech - Solution 4,9566,appointmentscheduled,default,04/18/2025,C79,Parvez,Turner,parvez.turner@fluxtech.com,+1-955-282-1360,Lead,CO6,FluxTech,fluxtech.com,Transportation,70324293,A235,Meeting,06/09/2025 20:13,Meeting about FluxTech - Solution 4,Discussed requirements and next steps for FluxTech - Solution 4.
D50,FluxTech - Solution 4,9566,appointmentscheduled,default,04/18/2025,C79,Parvez,Turner,parvez.turner@fluxtech.com,+1-955-282-1360,Lead,CO6,FluxTech,fluxtech.com,Transportation,70324293,A236,Note,06/11/2025 20:13,Note about FluxTech - Solution 4,Internal note: FluxTech - Solution 4 prospect seems interested.
D50,FluxTech - Solution 4,9566,appointmentscheduled,default,04/18/2025,C79,Parvez,Turner,parvez.turner@fluxtech.com,+1-955-282-1360,Lead,CO6,FluxTech,fluxtech.com,Transportation,70324293,A237,Call,06/19/2025 20:13,Call about FluxTech - Solution 4,Called Parvez Turner regarding pricing for FluxTech - Solution 4.
D51,Gamma Ventures - Solution 5,23262,contractsent,default,08/31/2025,C80,Elena,Gonzalez,elena.gonzalez@gammaventures.com,+1-314-367-4204,Lead,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A238,Meeting,06/17/2025 20:13,Meeting about Gamma Ventures - Solution 5,Discussed requirements and next steps for Gamma Ventures - Solution 5.
D51,Gamma Ventures - Solution 5,23262,contractsent,default,08/31/2025,C80,Elena,Gonzalez,elena.gonzalez@gammaventures.com,+1-314-367-4204,Lead,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A239,Note,06/06/2025 20:13,Note about Gamma Ventures - Solution 5,Internal note: Gamma Ventures - Solution 5 prospect seems interested.
D51,Gamma Ventures - Solution 5,23262,contractsent,default,08/31/2025,C80,Elena,Gonzalez,elena.gonzalez@gammaventures.com,+1-314-367-4204,Lead,CO7,Gamma Ventures,gammaventures.com,Software,18539421,A240,Call,06/15/2025 20:13,Call about Gamma Ventures - Solution 5,Called Elena Gonzalez regarding pricing for Gamma Ventures - Solution 5.
